Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,wholeAddress
1435576,28-Jun-19,Oregon,Prineville,NE 3rd St and Garner St,0,0,"NE 3rd St and Garner St, Prineville, Oregon"
1435188,28-Jun-19,Pennsylvania,Reeders,N/A,1,0,"N/A, Reeders, Pennsylvania"
1458128,28-Jun-19,Mississippi,Tupelo,S Canal St,0,0,"S Canal St, Tupelo, Mississippi"
1437033,28-Jun-19,Minnesota,Mankato,N/A,0,0,"N/A, Mankato, Minnesota"
1436144,28-Jun-19,Massachusetts,Boston,82 George St,0,0,"82 George St, Boston, Massachusetts"
1436147,28-Jun-19,Massachusetts,Boston,486 Blue Hill Ave,0,0,"486 Blue Hill Ave, Boston, Massachusetts"
1435329,27-Jun-19,New York,Staten Island,John St,0,0,"John St, Staten Island, New York"
1434701,27-Jun-19,Massachusetts,Boston,290 William McClellan Hwy,0,0,"290 William McClellan Hwy, Boston, Massachusetts"
1436769,27-Jun-19,Arkansas,Hot Springs National Park (Hot Springs),305 Malvern Ave,0,0,"305 Malvern Ave, Hot Springs National Park (Hot Springs), Arkansas"
1436772,27-Jun-19,Arkansas,Hot Springs National Park (Hot Springs),431 3rd St,0,0,"431 3rd St, Hot Springs National Park (Hot Springs), Arkansas"
1434442,27-Jun-19,New Jersey,Newark,200 block of Garside St,0,0,"200 block of Garside St, Newark, New Jersey"
1434433,27-Jun-19,South Carolina,Seneca,1417 Sandifer Blvd,0,0,"1417 Sandifer Blvd, Seneca, South Carolina"
1434154,27-Jun-19,Florida,North Port,4451 Aidan Ln,0,1,"4451 Aidan Ln, North Port, Florida"
1434358,27-Jun-19,Texas,Port Arthur,3600 block of Normandy Ave,0,0,"3600 block of Normandy Ave, Port Arthur, Texas"
1433522,27-Jun-19,Kentucky,Bowling Green,4000 block of Louisville Rd,0,0,"4000 block of Louisville Rd, Bowling Green, Kentucky"
1435082,27-Jun-19,Maryland,Hagerstown,424 N Locust St,0,1,"424 N Locust St, Hagerstown, Maryland"
1434857,27-Jun-19,Nevada,Henderson,600 block of Monument Point St,1,0,"600 block of Monument Point St, Henderson, Nevada"
1437269,27-Jun-19,Indiana,Crown Point,N/A,0,1,"N/A, Crown Point, Indiana"
1434232,27-Jun-19,California,Hanford,800 block of South Phillips Ave,0,0,"800 block of South Phillips Ave, Hanford, California"
1433529,27-Jun-19,Florida,Springfield,Bob Little Rd,1,0,"Bob Little Rd, Springfield, Florida"
1434465,27-Jun-19,Ohio,Beachwood,26300 Cedar Rd,0,0,"26300 Cedar Rd, Beachwood, Ohio"
1433116,27-Jun-19,New Mexico,Albuquerque,200 block of Quetzal Rd,1,2,"200 block of Quetzal Rd, Albuquerque, New Mexico"
1435707,27-Jun-19,Indiana,Marion,1400 block of S Adams St,0,1,"1400 block of S Adams St, Marion, Indiana"
1500695,27-Jun-19,Florida,West Palm Beach,1200 Block of N Sapodilla Ave,0,1,"1200 Block of N Sapodilla Ave, West Palm Beach, Florida"
1434122,27-Jun-19,Maryland,Baltimore,400 block of E Baltimore St,0,0,"400 block of E Baltimore St, Baltimore, Maryland"
1434120,27-Jun-19,Maryland,Baltimore,5600 block of the Alameda,0,0,"5600 block of the Alameda, Baltimore, Maryland"
1438120,27-Jun-19,Maryland,Owings,Honeysuckle Ln and Solomons Island Rd N,0,0,"Honeysuckle Ln and Solomons Island Rd N, Owings, Maryland"
1434004,27-Jun-19,Mississippi,Tupelo,N Joann St,0,0,"N Joann St, Tupelo, Mississippi"
1434003,27-Jun-19,Mississippi,Tupelo,Crabapple Dr,0,0,"Crabapple Dr, Tupelo, Mississippi"
1434652,27-Jun-19,Michigan,Battle Creek,700 block of N Washington Ave,0,0,"700 block of N Washington Ave, Battle Creek, Michigan"
1433814,26-Jun-19,Missouri,Cape Girardeau,1126 N Sprigg St,0,0,"1126 N Sprigg St, Cape Girardeau, Missouri"
1432690,26-Jun-19,South Carolina,West Columbia,Edmund Hwy,0,0,"Edmund Hwy, West Columbia, South Carolina"
1433627,26-Jun-19,Pennsylvania,Kingston,Market St and Wyoming Ave,0,0,"Market St and Wyoming Ave, Kingston, Pennsylvania"
1432619,26-Jun-19,West Virginia,Covel,Gooney Otter Hollow Rd,0,1,"Gooney Otter Hollow Rd, Covel, West Virginia"
1434383,26-Jun-19,Louisiana,La Place (Laplace),Belle Terre Blvd,0,0,"Belle Terre Blvd, La Place (Laplace), Louisiana"
1434342,26-Jun-19,Georgia,Tifton,300 block of Poplar St,0,0,"300 block of Poplar St, Tifton, Georgia"
1432679,26-Jun-19,Kentucky,Lexington,351 Foreman Ave,0,1,"351 Foreman Ave, Lexington, Kentucky"
1452882,26-Jun-19,Iowa,Davenport,600 block of E 8th St,0,0,"600 block of E 8th St, Davenport, Iowa"
1433550,26-Jun-19,Florida,Palm Coast,Seven Wonders Trail,0,0,"Seven Wonders Trail, Palm Coast, Florida"
1433025,26-Jun-19,Illinois,Chicago,W 54th St and S Morgan St,0,0,"W 54th St and S Morgan St, Chicago, Illinois"
1434109,26-Jun-19,Delaware,Harrington,7250 Milford Harrington Hwy,0,0,"7250 Milford Harrington Hwy, Harrington, Delaware"
1432914,26-Jun-19,Nebraska,Hastings,1011 Hill St,1,1,"1011 Hill St, Hastings, Nebraska"
1432857,26-Jun-19,North Dakota,Jamestown,500 block of 4th Ave SE,0,0,"500 block of 4th Ave SE, Jamestown, North Dakota"
1433877,26-Jun-19,Nebraska,Lincoln,N 31st St and Kleckner Ct,0,0,"N 31st St and Kleckner Ct, Lincoln, Nebraska"
1432852,26-Jun-19,Massachusetts,Boston,Magazine St and Kemble St,0,0,"Magazine St and Kemble St, Boston, Massachusetts"
1432791,26-Jun-19,North Carolina,Salisbury,500 block of Cedar St,0,0,"500 block of Cedar St, Salisbury, North Carolina"
1431436,25-Jun-19,Virginia,Norfolk,2100 block of Keller Ave,1,1,"2100 block of Keller Ave, Norfolk, Virginia"
1431660,25-Jun-19,New York,North Tonawanda,216 Payne Ave,0,0,"216 Payne Ave, North Tonawanda, New York"
1432147,25-Jun-19,Kentucky,Danville,29 JE Woods Dr,0,1,"29 JE Woods Dr, Danville, Kentucky"
1434286,25-Jun-19,Iowa,Burlington,West Ave and Plane St,0,0,"West Ave and Plane St, Burlington, Iowa"
1432639,25-Jun-19,Louisiana,Welsh,112 S Adams St,0,0,"112 S Adams St, Welsh, Louisiana"
1434069,25-Jun-19,Louisiana,Bunkie,S Louisiana Ave and Keller St,0,0,"S Louisiana Ave and Keller St, Bunkie, Louisiana"
1447037,25-Jun-19,Connecticut,Waterbury,Porter St and Charles St,0,0,"Porter St and Charles St, Waterbury, Connecticut"
1432539,25-Jun-19,Ohio,Youngstown,300 block of Emery Ave,0,0,"300 block of Emery Ave, Youngstown, Ohio"
1433589,25-Jun-19,Pennsylvania,Bolivar,Market St,0,0,"Market St, Bolivar, Pennsylvania"
1434403,25-Jun-19,West Virginia,Fairmont,1325 Locust Ave,0,0,"1325 Locust Ave, Fairmont, West Virginia"
1432421,25-Jun-19,Ohio,Cleveland,17600 block of S Miles Rd,1,0,"17600 block of S Miles Rd, Cleveland, Ohio"
1432320,25-Jun-19,Pennsylvania,York,200 block of Liberty Ct,0,0,"200 block of Liberty Ct, York, Pennsylvania"
1434330,25-Jun-19,Georgia,Macon,1211 Maynard St,0,0,"1211 Maynard St, Macon, Georgia"
1432114,25-Jun-19,Mississippi,Holly Springs,833 West St,1,0,"833 West St, Holly Springs, Mississippi"
1434221,25-Jun-19,California,Bakersfield,600 block of Mint St,0,0,"600 block of Mint St, Bakersfield, California"
1432066,25-Jun-19,New Jersey,Andover,N/A,0,0,"N/A, Andover, New Jersey"
1430829,25-Jun-19,Pennsylvania,Crescent,Starr Rd,1,0,"Starr Rd, Crescent, Pennsylvania"
1432974,25-Jun-19,Delaware,Dover,50 block of N Kirkwood St,0,0,"50 block of N Kirkwood St, Dover, Delaware"
1431877,25-Jun-19,Ohio,Dayton,Harvard Blvd and Shaftesbury Rd,0,1,"Harvard Blvd and Shaftesbury Rd, Dayton, Ohio"
1432926,25-Jun-19,New Jersey,Newark,Nevada St and W Kinney St,0,0,"Nevada St and W Kinney St, Newark, New Jersey"
1434035,25-Jun-19,Arkansas,Fort Smith,1500 block of N 49th St,0,0,"1500 block of N 49th St, Fort Smith, Arkansas"
1434033,25-Jun-19,Arkansas,Hot Springs National Park (Hot Springs),114 Rockcress Terrace,0,0,"114 Rockcress Terrace, Hot Springs National Park (Hot Springs), Arkansas"
1434025,25-Jun-19,Arkansas,Jonesboro,Gee St,0,0,"Gee St, Jonesboro, Arkansas"
1431832,25-Jun-19,South Dakota,Watertown,3500 block of 9th Ave SE,0,0,"3500 block of 9th Ave SE, Watertown, South Dakota"
1431758,25-Jun-19,Oklahoma,Dewey,US-75 and W 1300 Rd,0,0,"US-75 and W 1300 Rd, Dewey, Oklahoma"
1432870,25-Jun-19,Massachusetts,Brockton,206 Pine St,0,1,"206 Pine St, Brockton, Massachusetts"
1453920,25-Jun-19,Louisiana,Baton Rouge,500 W Garfield Ave,0,0,"500 W Garfield Ave, Baton Rouge, Louisiana"
1432844,25-Jun-19,Massachusetts,Boston,811 Hyde Park Ave,0,0,"811 Hyde Park Ave, Boston, Massachusetts"
1431731,25-Jun-19,Michigan,Cadillac,39 Rd and 30 3/4 Rd,0,0,"39 Rd and 30 3/4 Rd, Cadillac, Michigan"
1433811,24-Jun-19,Texas,Kountze,915 W Deer St,0,0,"915 W Deer St, Kountze, Texas"
1432726,24-Jun-19,Kansas,Topeka,1300 block of SW Harrison,0,0,"1300 block of SW Harrison, Topeka, Kansas"
1432722,24-Jun-19,Kentucky,Corbin,KY 3436,0,1,"KY 3436, Corbin, Kentucky"
1431601,24-Jun-19,South Carolina,North Augusta (Belvedere),119 Sanders Ave,0,0,"119 Sanders Ave, North Augusta (Belvedere), South Carolina"
1431581,24-Jun-19,Mississippi,Natchez,Ingram Cir,0,3,"Ingram Cir, Natchez, Mississippi"
1430483,24-Jun-19,Illinois,Rockford,900 block of School St,0,0,"900 block of School St, Rockford, Illinois"
1430101,24-Jun-19,Illinois,Kewanee,100 block of N Vine St,0,1,"100 block of N Vine St, Kewanee, Illinois"
1433569,24-Jun-19,Arizona,Phoenix,W Southern Ave and S 13th Ave,1,0,"W Southern Ave and S 13th Ave, Phoenix, Arizona"
1518801,24-Jun-19,Massachusetts,Boston,30 Mt. Pleasant Ave,0,0,"30 Mt. Pleasant Ave, Boston, Massachusetts"
1432045,24-Jun-19,Florida,Saint Augustine,525 FL-16,0,0,"525 FL-16, Saint Augustine, Florida"
1430643,24-Jun-19,Kentucky,Lexington,Campsie Pl and N Martin Luther King Blvd,0,1,"Campsie Pl and N Martin Luther King Blvd, Lexington, Kentucky"
1435796,24-Jun-19,Illinois,Champaign,2400 block of N Neil St,0,0,"2400 block of N Neil St, Champaign, Illinois"
1463949,24-Jun-19,Ohio,Warren,1708 Youngstown Rd SE,0,0,"1708 Youngstown Rd SE, Warren, Ohio"
1431052,24-Jun-19,New York,Albany,3rd Ave and Elizabeth St,0,1,"3rd Ave and Elizabeth St, Albany, New York"
1430674,24-Jun-19,Ohio,Cleveland,3300 block of E 145th St,0,1,"3300 block of E 145th St, Cleveland, Ohio"
1429985,24-Jun-19,New Jersey,Paterson,42 Auburn St,0,0,"42 Auburn St, Paterson, New Jersey"
1430969,24-Jun-19,Florida,Tarpon Springs,N/A,0,0,"N/A, Tarpon Springs, Florida"
1430801,24-Jun-19,Maryland,Hagerstown,200 block of Suter Ave,0,1,"200 block of Suter Ave, Hagerstown, Maryland"
1431993,24-Jun-19,Florida,Vero Beach,1600 block of SW 22nd Ave,0,0,"1600 block of SW 22nd Ave, Vero Beach, Florida"
1432985,24-Jun-19,Maryland,Baltimore,2100 block of Braddish Ave,0,0,"2100 block of Braddish Ave, Baltimore, Maryland"
1430458,24-Jun-19,Ohio,Dayton,1600 block of Bancroft,0,1,"1600 block of Bancroft, Dayton, Ohio"
1434067,24-Jun-19,Louisiana,Thibodaux,1000 block of Talbot Ave,0,0,"1000 block of Talbot Ave, Thibodaux, Louisiana"
1434050,24-Jun-19,Louisiana,French Settlement,Frost Rd,0,0,"Frost Rd, French Settlement, Louisiana"
1431771,24-Jun-19,North Carolina,Lumberton,E 20th St,0,0,"E 20th St, Lumberton, North Carolina"
1431541,24-Jun-19,California,San Bernardino,933 E Central Ave,1,0,"933 E Central Ave, San Bernardino, California"
1430359,24-Jun-19,Massachusetts,Boston,10 Penhallow St,1,0,"10 Penhallow St, Boston, Massachusetts"
1432793,24-Jun-19,North Carolina,Salisbury,2600 block of Long Ferry Rd,0,0,"2600 block of Long Ferry Rd, Salisbury, North Carolina"
1429751,23-Jun-19,Massachusetts,Spencer,MA 9,0,0,"MA 9, Spencer, Massachusetts"
1429739,23-Jun-19,Wisconsin,Madison,7000 block of Flower Ln,0,0,"7000 block of Flower Ln, Madison, Wisconsin"
1434660,23-Jun-19,Connecticut,New Haven,Mead St to Derby Ave,0,0,"Mead St to Derby Ave, New Haven, Connecticut"
1430557,23-Jun-19,New York,Albany (Colonie),Wolf Rd,0,0,"Wolf Rd, Albany (Colonie), New York"
1430525,23-Jun-19,Tennessee,Elizabethton,Dan Cole Rd,0,1,"Dan Cole Rd, Elizabethton, Tennessee"
1430007,23-Jun-19,Missouri,Stella,19898 Terrier Rd,0,2,"19898 Terrier Rd, Stella, Missouri"
1431814,23-Jun-19,Rhode Island,Providence,1095 Eddy St,0,1,"1095 Eddy St, Providence, Rhode Island"
1429527,23-Jun-19,Tennessee,Memphis,4700 block of Barkshire Dr,1,2,"4700 block of Barkshire Dr, Memphis, Tennessee"
1429609,23-Jun-19,West Virginia,West Union,44 Pike St,0,0,"44 Pike St, West Union, West Virginia"
1429780,23-Jun-19,District of Columbia,Washington,500 block of Alabama Ave SE,0,1,"500 block of Alabama Ave SE, Washington, District of Columbia"
1429495,23-Jun-19,Tennessee,Jackson,2089 Hollywood Dr,1,0,"2089 Hollywood Dr, Jackson, Tennessee"
1429810,23-Jun-19,California,San Jose,568 Habbitts Court,5,0,"568 Habbitts Court, San Jose, California"
1429463,23-Jun-19,Kentucky,Louisville,700 block of Roselane St,1,0,"700 block of Roselane St, Louisville, Kentucky"
1429445,23-Jun-19,Kentucky,Lexington,987 Winchester Rd,0,1,"987 Winchester Rd, Lexington, Kentucky"
1429440,23-Jun-19,Kentucky,Lexington,333 S Limestone,0,1,"333 S Limestone, Lexington, Kentucky"
1429333,23-Jun-19,South Carolina,Anderson,1209 West End Ave,1,2,"1209 West End Ave, Anderson, South Carolina"
1436480,23-Jun-19,Indiana,Bloomington,1000 block of W 16th St,0,0,"1000 block of W 16th St, Bloomington, Indiana"
1430079,23-Jun-19,Iowa,Iowa City,Wayne Ave and Arthur St,0,0,"Wayne Ave and Arthur St, Iowa City, Iowa"
1433169,23-Jun-19,New Jersey,Newark,100 block of Salem St,0,0,"100 block of Salem St, Newark, New Jersey"
1440612,23-Jun-19,Missouri,Springfield,N West Bypass and W Division St,0,0,"N West Bypass and W Division St, Springfield, Missouri"
1429576,23-Jun-19,Colorado,Pueblo,843 W Northern Ave,1,0,"843 W Northern Ave, Pueblo, Colorado"
1430840,23-Jun-19,Pennsylvania,Cecil,660 Southpointe Blvd,0,0,"660 Southpointe Blvd, Cecil, Pennsylvania"
1430788,23-Jun-19,Maryland,Newburg,US 301,0,0,"US 301, Newburg, Maryland"
1430732,23-Jun-19,Florida,Pahokee,5800 block of 86th Place,0,0,"5800 block of 86th Place, Pahokee, Florida"
1442066,23-Jun-19,Maryland,Newburg,US 301,0,0,"US 301, Newburg, Maryland"
1442064,23-Jun-19,Maryland,La Plata,6330 Crain Hwy,0,0,"6330 Crain Hwy, La Plata, Maryland"
1442977,23-Jun-19,Pennsylvania,Philadelphia,4100 block of Franklin St,0,0,"4100 block of Franklin St, Philadelphia, Pennsylvania"
1431827,23-Jun-19,New Hampshire,Keene,Roxbury St,0,0,"Roxbury St, Keene, New Hampshire"
1430638,23-Jun-19,Massachusetts,Fall River,Mott St and Grinnell St,0,0,"Mott St and Grinnell St, Fall River, Massachusetts"
1429652,23-Jun-19,Massachusetts,Boston,178 State St,0,0,"178 State St, Boston, Massachusetts"
1428612,22-Jun-19,Nevada,Las Vegas,931 Las Vegas Blvd N,1,0,"931 Las Vegas Blvd N, Las Vegas, Nevada"
1428755,22-Jun-19,Illinois,Bolingbrook,50 block of Fernwood Dr,0,0,"50 block of Fernwood Dr, Bolingbrook, Illinois"
1428625,22-Jun-19,Maryland,Phoenix,14000 block of N Blenheim Rd,1,0,"14000 block of N Blenheim Rd, Phoenix, Maryland"
1430854,22-Jun-19,Pennsylvania,Brownsville,Madison Ave,0,0,"Madison Ave, Brownsville, Pennsylvania"
1435885,22-Jun-19,Arkansas,El Dorado,300 block of W 1st St,0,0,"300 block of W 1st St, El Dorado, Arkansas"
1434401,22-Jun-19,Colorado,Grand Junction (Fruitvale),I-70BL and 30 Rd,0,0,"I-70BL and 30 Rd, Grand Junction (Fruitvale), Colorado"
1430269,22-Jun-19,Texas,Nacogdoches,6000 block of TX-21,0,0,"6000 block of TX-21, Nacogdoches, Texas"
1564812,22-Jun-19,Vermont,Barre,Berlin St,0,0,"Berlin St, Barre, Vermont"
1428667,22-Jun-19,Iowa,Fort Dodge,16 N 7th St,0,0,"16 N 7th St, Fort Dodge, Iowa"
1430251,22-Jun-19,Texas,Longview,Mobberly Ave and Melton St,0,0,"Mobberly Ave and Melton St, Longview, Texas"
1432529,22-Jun-19,Ohio,Berlin Heights,Mason Rd,0,0,"Mason Rd, Berlin Heights, Ohio"
1429259,22-Jun-19,Florida,Jacksonville,Ave B and Edgewood Ave,0,0,"Ave B and Edgewood Ave, Jacksonville, Florida"
1428350,22-Jun-19,Pennsylvania,York,500 block of Alladin Alley,0,1,"500 block of Alladin Alley, York, Pennsylvania"
1430077,22-Jun-19,Nebraska,Lincoln,3721 N 56th St,0,0,"3721 N 56th St, Lincoln, Nebraska"
1431002,22-Jun-19,Maryland,Finksburg,1900 block of Suffolk Rd,0,0,"1900 block of Suffolk Rd, Finksburg, Maryland"
1430986,22-Jun-19,Florida,Tallahassee,2000 block of W Pensacola St,0,0,"2000 block of W Pensacola St, Tallahassee, Florida"
1473837,22-Jun-19,Arizona,Phoenix,N 35th Ave and W Dunlap Ave,0,0,"N 35th Ave and W Dunlap Ave, Phoenix, Arizona"
1429018,22-Jun-19,Arizona,Phoenix,N 51st Ave and W Greenway Rd,0,0,"N 51st Ave and W Greenway Rd, Phoenix, Arizona"
1428895,22-Jun-19,Massachusetts,Boston,225 Blue Hill Ave,0,0,"225 Blue Hill Ave, Boston, Massachusetts"
1429795,22-Jun-19,Washington,Amboy,24707 NE 419th St,2,0,"24707 NE 419th St, Amboy, Washington"
1491357,22-Jun-19,Arizona,Chandler,Chandler Blvd and Kyrene Rd,0,0,"Chandler Blvd and Kyrene Rd, Chandler, Arizona"
1428920,22-Jun-19,Massachusetts,North Attleboro,1250 S Washington St,2,0,"1250 S Washington St, North Attleboro, Massachusetts"
1433856,22-Jun-19,New York,Newburgh,401 Washington St,0,0,"401 Washington St, Newburgh, New York"
1428876,22-Jun-19,Missouri,Willard,5500 block of W Farm Rd 94,0,1,"5500 block of W Farm Rd 94, Willard, Missouri"
1432633,21-Jun-19,Indiana,Gary,100 E block of 5th Ave,0,0,"100 E block of 5th Ave, Gary, Indiana"
1428721,21-Jun-19,Delaware,Seaford,500 Findley Way,0,0,"500 Findley Way, Seaford, Delaware"
1428659,21-Jun-19,Iowa,Coralville,2551 Heartland Pl,0,0,"2551 Heartland Pl, Coralville, Iowa"
1428611,21-Jun-19,Iowa,Iowa City,1100 block of Hollywood Blvd,0,0,"1100 block of Hollywood Blvd, Iowa City, Iowa"
1432611,21-Jun-19,New York,Staten Island,Dongan St,0,0,"Dongan St, Staten Island, New York"
1429434,21-Jun-19,Ohio,Cambridge,Glenn Hwy and Shaw Rd,0,0,"Glenn Hwy and Shaw Rd, Cambridge, Ohio"
1427713,21-Jun-19,Tennessee,Soddy Daisy,115 Coleman Rd,0,1,"115 Coleman Rd, Soddy Daisy, Tennessee"
1427977,21-Jun-19,Kentucky,Lexington,Konner Woods Dr and Atoma Dr,0,1,"Konner Woods Dr and Atoma Dr, Lexington, Kentucky"
1427677,21-Jun-19,Ohio,Kinsman,6451 Yoder St,0,0,"6451 Yoder St, Kinsman, Ohio"
1428703,21-Jun-19,Utah,Salt Lake City,4700 E Millcreek Canyon Rd,1,0,"4700 E Millcreek Canyon Rd, Salt Lake City, Utah"
1427627,21-Jun-19,Illinois,Springfield,2600 block of S 9th St,0,0,"2600 block of S 9th St, Springfield, Illinois"
1429990,21-Jun-19,Indiana,Evansville,600 block of E Maryland St,1,0,"600 block of E Maryland St, Evansville, Indiana"
1438301,21-Jun-19,California,Ventura,10900 block of Del Norte St,0,0,"10900 block of Del Norte St, Ventura, California"
1428413,21-Jun-19,Indiana,Indianapolis,1100 block of Brook Ln,0,2,"1100 block of Brook Ln, Indianapolis, Indiana"
1433185,21-Jun-19,New Jersey,Newark,7th Ave and N 13th St,0,0,"7th Ave and N 13th St, Newark, New Jersey"
1429973,21-Jun-19,Florida,Key Largo,US 1,0,0,"US 1, Key Largo, Florida"
1430891,21-Jun-19,Florida,Ponte Vedra Beach,230 Landrum Ln,0,0,"230 Landrum Ln, Ponte Vedra Beach, Florida"
1449821,21-Jun-19,Ohio,Cambridge,Glenn Highway,0,0,"Glenn Highway, Cambridge, Ohio"
1434074,21-Jun-19,Illinois,Decatur,500 block of E Division St,0,0,"500 block of E Division St, Decatur, Illinois"
1428959,21-Jun-19,Massachusetts,Adams,Burt St,0,0,"Burt St, Adams, Massachusetts"
1478305,21-Jun-19,Missouri,Columbia,1915 Paris Rd,0,0,"1915 Paris Rd, Columbia, Missouri"
1431662,20-Jun-19,South Carolina,Myrtle Beach,304 Ocean Blvd,0,0,"304 Ocean Blvd, Myrtle Beach, South Carolina"
1427320,20-Jun-19,Texas,Killeen,2803 Larissa Dr,0,1,"2803 Larissa Dr, Killeen, Texas"
1427093,20-Jun-19,Missouri,Hazelwood,8600 block of Gwin Dr,0,1,"8600 block of Gwin Dr, Hazelwood, Missouri"
1427077,20-Jun-19,Missouri,Saint Louis,999 N 2nd St,0,0,"999 N 2nd St, Saint Louis, Missouri"
1427983,20-Jun-19,Kentucky,Lexington,Tates Creek Rd,0,0,"Tates Creek Rd, Lexington, Kentucky"
1427340,20-Jun-19,Texas,Mission,S Stewart Rd and US-83 BUS,2,0,"S Stewart Rd and US-83 BUS, Mission, Texas"
1427722,20-Jun-19,Tennessee,Knoxville,1400 block of the Daylily Dr,0,2,"1400 block of the Daylily Dr, Knoxville, Tennessee"
1518834,20-Jun-19,New York,Staten Island,Victory Blvd and Corson Ave,0,0,"Victory Blvd and Corson Ave, Staten Island, New York"
1427904,20-Jun-19,Ohio,Cincinnati,4870 Hunt Rd,0,0,"4870 Hunt Rd, Cincinnati, Ohio"
1427283,20-Jun-19,Utah,Delta,100 N 300 W,0,1,"100 N 300 W, Delta, Utah"
1431385,20-Jun-19,Alabama,Gadsden,700 block of Ewing Ave,0,0,"700 block of Ewing Ave, Gadsden, Alabama"
1427822,20-Jun-19,Michigan,Holland,Riley St and Butternut Dr,0,0,"Riley St and Butternut Dr, Holland, Michigan"
1427729,20-Jun-19,Pennsylvania,Hollidaysburg,100 block of Walnut St,0,0,"100 block of Walnut St, Hollidaysburg, Pennsylvania"
1426915,20-Jun-19,Tennessee,Chattanooga,5900 block of Shallowford Rd,0,1,"5900 block of Shallowford Rd, Chattanooga, Tennessee"
1427613,20-Jun-19,Florida,Tallahassee,1815 S Adams St,1,0,"1815 S Adams St, Tallahassee, Florida"
1427617,20-Jun-19,Florida,Tallahassee,Castlewood Dr and S Meridian St,0,0,"Castlewood Dr and S Meridian St, Tallahassee, Florida"
1429304,20-Jun-19,Pennsylvania,Delmont,Scenic Dr,0,0,"Scenic Dr, Delmont, Pennsylvania"
2225366,20-Jun-19,Texas,Lubbock,1550 34th St,1,0,"1550 34th St, Lubbock, Texas"
1427527,20-Jun-19,Florida,Punta Gorda,42881 Lake Babcock Dr,0,0,"42881 Lake Babcock Dr, Punta Gorda, Florida"
1427598,20-Jun-19,New Jersey,Paterson,481 Summer St,0,0,"481 Summer St, Paterson, New Jersey"
1438165,20-Jun-19,Georgia,Macon,1000 block of Ramona Ave,0,0,"1000 block of Ramona Ave, Macon, Georgia"
1427455,20-Jun-19,Maryland,Frederick,1305 W 7th St,0,1,"1305 W 7th St, Frederick, Maryland"
1426594,20-Jun-19,New York,Staten Island,640 Page Ave,1,0,"640 Page Ave, Staten Island, New York"
1428252,20-Jun-19,New Hampshire,Concord (Boscawen),5 Bailey Dr,0,0,"5 Bailey Dr, Concord (Boscawen), New Hampshire"
1426537,20-Jun-19,Pennsylvania,Allentown,343 Hamilton St,0,10,"343 Hamilton St, Allentown, Pennsylvania"
1448833,20-Jun-19,Maine,Portland,259 Oxford St,0,0,"259 Oxford St, Portland, Maine"
1428151,20-Jun-19,Kentucky,Bowling Green,1225 N Lee Dr,0,0,"1225 N Lee Dr, Bowling Green, Kentucky"
1427252,20-Jun-19,Massachusetts,Lynn,54 Elm St,0,0,"54 Elm St, Lynn, Massachusetts"
1426331,19-Jun-19,Connecticut,Stratford,1450 South Ave,0,0,"1450 South Ave, Stratford, Connecticut"
1427040,19-Jun-19,New Jersey,Bayonne,19th St and Ave A,0,0,"19th St and Ave A, Bayonne, New Jersey"
1427998,19-Jun-19,Indiana,Kokomo,3700 block of S Reed Rd,0,0,"3700 block of S Reed Rd, Kokomo, Indiana"
1426189,19-Jun-19,Wisconsin,Madison,2300 block of Stuart Ct,0,0,"2300 block of Stuart Ct, Madison, Wisconsin"
1426643,19-Jun-19,New York,Saratoga Springs,Hathorn Blvd,0,0,"Hathorn Blvd, Saratoga Springs, New York"
1617681,19-Jun-19,Missouri,Springfield,E Kearney St and Glenstone Ave,0,0,"E Kearney St and Glenstone Ave, Springfield, Missouri"
1427848,19-Jun-19,Michigan,Detroit,N/A,0,0,"N/A, Detroit, Michigan"
1426142,19-Jun-19,Kentucky,Lexington,Man O War Blvd and Todds Rd,0,0,"Man O War Blvd and Todds Rd, Lexington, Kentucky"
1426014,19-Jun-19,Tennessee,Memphis,6055 Shelby Oaks Dr,0,0,"6055 Shelby Oaks Dr, Memphis, Tennessee"
1426334,19-Jun-19,Texas,Houston,12590 Bissonnet St,0,1,"12590 Bissonnet St, Houston, Texas"
1426905,19-Jun-19,Ohio,Youngstown,250 Hilton Ave,0,0,"250 Hilton Ave, Youngstown, Ohio"
1426902,19-Jun-19,Ohio,Youngstown,484 Almyra Ave,0,0,"484 Almyra Ave, Youngstown, Ohio"
1426884,19-Jun-19,Florida,Tallahassee,1600 Old Bainbridge Rd,0,0,"1600 Old Bainbridge Rd, Tallahassee, Florida"
1426858,19-Jun-19,Florida,Daytona Beach (Holly Hill),301 Riverside Dr,0,0,"301 Riverside Dr, Daytona Beach (Holly Hill), Florida"
1426816,19-Jun-19,Pennsylvania,White Haven,Barry Ln,0,1,"Barry Ln, White Haven, Pennsylvania"
1426803,19-Jun-19,Colorado,Greeley,4400 W 23rd St Dr,0,0,"4400 W 23rd St Dr, Greeley, Colorado"
1431070,19-Jun-19,Indiana,Jefferson,6200 IN-62,0,0,"6200 IN-62, Jefferson, Indiana"
1425969,19-Jun-19,New Jersey,Newark,400 block of Irvine Turner Blvd,0,2,"400 block of Irvine Turner Blvd, Newark, New Jersey"
1426632,19-Jun-19,Maryland,Lexington Park,Rodine Way,0,0,"Rodine Way, Lexington Park, Maryland"
